Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) THP from IP Exploris FAIMS,Area THP from IP Exploris FAIMS,#Peptides,#Unique,#Spec THP from IP Exploris FAIMS,PTM,Avg. Mass,Description
1010,1232,P84243|H33_HUMAN,48.37,15,15,9.1546E6,3,3,4,,15328,Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3A PE=1 SV=2
1163,1206,O15143|ARC1B_HUMAN,48.35,9,9,2.5795E6,3,3,3,Carbamidomethylation,40950,Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3
1155,1397,Q96MU8|KREM1_HUMAN,48.33,8,8,1.0365E6,2,2,3,Deamidation (NQ); Carbamidomethylation,51744,Kremen protein 1 OS=Homo sapiens OX=9606 GN=KREMEN1 PE=1 SV=3
1312,1326,Q969Z4|TR19L_HUMAN,48.28,9,9,5.9156E6,2,2,2,Carbamidomethylation,46092,Tumor necrosis factor receptor superfamily member 19L OS=Homo sapiens OX=9606 GN=RELT PE=1 SV=1
1203,1215,P49746|TSP3_HUMAN,48.19,3,3,3.5474E6,3,1,3,Deamidation (NQ),104201,Thrombospondin-3 OS=Homo sapiens OX=9606 GN=THBS3 PE=1 SV=1
1059,1204,O43866|CD5L_HUMAN,48.16,16,16,8.3493E6,3,3,4,Carbamidomethylation,38088,CD5 antigen-like OS=Homo sapiens OX=9606 GN=CD5L PE=1 SV=1
1056,1135,Q9H0W9|CK054_HUMAN,48.14,18,18,5.1694E6,4,4,4,Oxidation (M); Carbamidomethylation,35117,Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54 PE=1 SV=1
961,1391,P07951|TPM2_HUMAN,48.08,14,14,8.2448E5,3,1,5,,32851,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1
893,1130,Q08426|ECHP_HUMAN,48.03,9,9,4.5122E6,4,4,6,,79495,Peroxisomal bifunctional enzyme OS=Homo sapiens OX=9606 GN=EHHADH PE=1 SV=3
1331,1524,P29972|AQP1_HUMAN,47.97,10,10,5.308E6,2,2,2,Oxidation (M),28526,Aquaporin-1 OS=Homo sapiens OX=9606 GN=AQP1 PE=1 SV=3
939,1226,P10412|H14_HUMAN,47.76,16,16,3.7737E6,4,4,5,,21865,Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2
939,1227,P16402|H13_HUMAN,47.76,16,16,3.7737E6,4,4,5,,22350,Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2
939,1228,P16403|H12_HUMAN,47.76,16,16,3.7737E6,4,4,5,,21365,Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2
1129,1092,P16442|BGAT_HUMAN,47.67,10,10,4.3948E6,3,3,3,Oxidation (M),40934,Histo-blood group ABO system transferase OS=Homo sapiens OX=9606 GN=ABO PE=1 SV=2
1069,1117,P24855|DNAS1_HUMAN,47.66,22,22,1.596E7,3,3,4,Carbamidomethylation,31434,Deoxyribonuclease-1 OS=Homo sapiens OX=9606 GN=DNASE1 PE=1 SV=1
1000,1399,Q9Y5E5|PCDB4_HUMAN,47.61,5,5,1.2367E6,3,1,4,Acetylation (N-term),87270,Protocadherin beta-4 OS=Homo sapiens OX=9606 GN=PCDHB4 PE=2 SV=1
1307,1255,Q86UN3|R4RL2_HUMAN,47.52,6,6,1.4929E6,2,2,2,Carbamidomethylation,46106,Reticulon-4 receptor-like 2 OS=Homo sapiens OX=9606 GN=RTN4RL2 PE=1 SV=1
1078,1224,Q96CN7|ISOC1_HUMAN,47.44,15,15,2.4533E6,3,3,4,,32237,Isochorismatase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ISOC1 PE=1 SV=3
1354,1396,A0A0A0MT89|KJ01_HUMAN,47.43,100,100,1.2311E7,2,2,2,,1394,Immunoglobulin kappa joining 1 OS=Homo sapiens OX=9606 GN=IGKJ1 PE=4 SV=2
1177,1166,P49773|HINT1_HUMAN,47.26,32,32,2.629E6,3,3,3,Carbamidomethylation,13802,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2
1181,1254,P10643|CO7_HUMAN,47.26,3,3,6.659E5,3,3,3,Deamidation (NQ); Carbamidomethylation,93518,Complement component C7 OS=Homo sapiens OX=9606 GN=C7 PE=1 SV=2
973,1238,Q14956|GPNMB_HUMAN,47.23,5,5,6.6826E6,2,2,5,,63923,Transmembrane glycoprotein NMB OS=Homo sapiens OX=9606 GN=GPNMB PE=1 SV=2
981,1186,Q14353|GAMT_HUMAN,47.19,32,32,2.1989E6,3,3,5,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation,26318,Guanidinoacetate N-methyltransferase OS=Homo sapiens OX=9606 GN=GAMT PE=1 SV=1
1021,1379,O14732|IMPA2_HUMAN,47.18,7,7,3.1646E6,3,3,4,,31321,Inositol monophosphatase 2 OS=Homo sapiens OX=9606 GN=IMPA2 PE=1 SV=1
1110,1320,P35606|COPB2_HUMAN,47.03,2,2,4.1485E5,2,2,3,,102487,Coatomer subunit beta' OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2
971,1164,A0A0B4J2D5|GAL3B_HUMAN,47.02,21,21,4.0791E6,3,3,5,Oxidation (M); Carbamidomethylation,28142,Glutamine amidotransferase-like class 1 domain-containing protein 3B  mitochondrial OS=Homo sapiens OX=9606 GN=GATD3B PE=1 SV=1
971,1165,P0DPI2|GAL3A_HUMAN,47.02,21,21,4.0791E6,3,3,5,Oxidation (M); Carbamidomethylation,28170,Glutamine amidotransferase-like class 1 domain-containing protein 3A  mitochondrial OS=Homo sapiens OX=9606 GN=GATD3A PE=1 SV=1
1170,1617,P63027|VAMP2_HUMAN,47.00,26,26,2.0444E7,1,1,3,Acetylation (N-term),12663,Vesicle-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=VAMP2 PE=1 SV=3
988,1104,P38646|GRP75_HUMAN,46.99,6,6,2.2403E6,3,3,4,Deamidation (NQ),73681,Stress-70 protein  mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2
1294,1316,Q9UI42|CBPA4_HUMAN,46.99,7,7,1.943E6,2,2,2,Carbamidomethylation,47351,Carboxypeptidase A4 OS=Homo sapiens OX=9606 GN=CPA4 PE=1 SV=2
1145,1156,Q96BW5|PTER_HUMAN,46.94,13,13,2.4092E6,3,3,3,Carbamidomethylation,39018,Phosphotriesterase-related protein OS=Homo sapiens OX=9606 GN=PTER PE=1 SV=1
1210,1430,P38159|RBMX_HUMAN,46.89,5,5,2.2551E6,2,2,3,Deamidation (NQ),42332,RNA-binding motif protein  X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3
1160,1101,Q7LBR1|CHM1B_HUMAN,46.87,12,12,7.2473E6,3,3,3,,22109,Charged multivesicular body protein 1b OS=Homo sapiens OX=9606 GN=CHMP1B PE=1 SV=1
953,1148,P12110|CO6A2_HUMAN,46.83,5,5,4.0336E6,3,3,5,,108579,Collagen alpha-2(VI) chain OS=Homo sapiens OX=9606 GN=COL6A2 PE=1 SV=4
1352,1385,Q7Z7M8|B3GN8_HUMAN,46.77,9,9,3.2469E6,2,2,2,,43396,UDP-GlcNAc:betaGal beta-1 3-N-acetylglucosaminyltransferase 8 OS=Homo sapiens OX=9606 GN=B3GNT8 PE=1 SV=1
1204,1225,Q14103|HNRPD_HUMAN,46.71,9,9,1.872E6,3,3,3,Carbamidomethylation,38434,Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1
1114,1192,O60245|PCDH7_HUMAN,46.58,5,5,1.6284E6,3,3,3,,116071,Protocadherin-7 OS=Homo sapiens OX=9606 GN=PCDH7 PE=1 SV=2
1351,1382,Q02878|RL6_HUMAN,46.47,6,6,1.4586E6,2,2,2,,32728,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3
1100,1222,P22105|TENX_HUMAN,46.41,1,1,1.4549E6,3,3,3,,458392,Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=5
1309,1304,P07148|FABPL_HUMAN,46.40,17,17,7.6397E6,2,2,2,,14208,Fatty acid-binding protein  liver OS=Homo sapiens OX=9606 GN=FABP1 PE=1 SV=1
1184,1317,O75608|LYPA1_HUMAN,46.35,10,10,3.41E6,2,2,3,,24670,Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1
1199,1146,P23396|RS3_HUMAN,46.20,13,13,3.1291E6,3,3,3,Carbamidomethylation,26688,40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2
1045,1155,Q04446|GLGB_HUMAN,46.17,8,8,5.1917E6,4,4,4,,80474,1 4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3
1113,1189,P12955|PEPD_HUMAN,46.15,5,5,5.1661E6,3,3,3,Carbamidomethylation,54548,Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3
1046,1162,Q9Y5E2|PCDB7_HUMAN,46.14,6,6,3.9829E5,3,1,4,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation,86707,Protocadherin beta-7 OS=Homo sapiens OX=9606 GN=PCDHB7 PE=2 SV=1
1277,1325,Q9NUQ9|FA49B_HUMAN,46.13,11,11,1.7665E6,2,2,2,,36748,Protein FAM49B OS=Homo sapiens OX=9606 GN=FAM49B PE=1 SV=1
1269,1347,O75390|CISY_HUMAN,46.04,7,7,3.2473E6,2,2,2,,51712,Citrate synthase  mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2
1291,1309,Q08431|MFGM_HUMAN,46.02,7,7,1.5057E6,2,2,2,Carbamidomethylation,43105,Lactadherin OS=Homo sapiens OX=9606 GN=MFGE8 PE=1 SV=3
1109,1296,Q9Y5G2|PCDGE_HUMAN,45.93,2,2,5.8143E5,2,1,3,,100875,Protocadherin gamma-B2 OS=Homo sapiens OX=9606 GN=PCDHGB2 PE=2 SV=1
1109,1298,Q9Y5G3|PCDGD_HUMAN,45.93,2,2,5.8143E5,2,1,3,,100359,Protocadherin gamma-B1 OS=Homo sapiens OX=9606 GN=PCDHGB1 PE=2 SV=1
1311,1176,Q02790|FKBP4_HUMAN,45.92,5,5,8.3038E5,2,2,2,,51805,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3
1257,1358,P35237|SPB6_HUMAN,45.67,9,9,8.869E5,2,2,2,,42622,Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=3
1378,1743,Q9BYR6|KRA33_HUMAN,45.46,17,17,3.4355E6,2,2,2,Carbamidomethylation,10365,Keratin-associated protein 3-3 OS=Homo sapiens OX=9606 GN=KRTAP3-3 PE=1 SV=1
1459,1478,Q9UGM3|DMBT1_HUMAN,45.21,1,1,3.5381E6,1,1,1,,260734,Deleted in malignant brain tumors 1 protein OS=Homo sapiens OX=9606 GN=DMBT1 PE=1 SV=2
1200,1153,Q99571|P2RX4_HUMAN,45.21,7,7,1.0976E6,3,3,3,Carbamidomethylation,43369,P2X purinoceptor 4 OS=Homo sapiens OX=9606 GN=P2RX4 PE=1 SV=2
1047,1181,O75947|ATP5H_HUMAN,45.20,18,18,3.878E6,3,3,4,Carbamidomethylation,18491,ATP synthase subunit d  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3
1276,1295,P62263|RS14_HUMAN,45.10,16,16,1.1559E6,2,2,2,,16273,40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3
1319,1440,Q9UBN7|HDAC6_HUMAN,44.98,2,2,2.9318E6,2,2,2,Oxidation (M),131419,Histone deacetylase 6 OS=Homo sapiens OX=9606 GN=HDAC6 PE=1 SV=2
1148,1211,P10644|KAP0_HUMAN,44.81,10,10,9.5403E5,3,3,3,Carbamidomethylation,42982,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1
1138,1895,P04070|PROC_HUMAN,44.78,9,9,4.7275E7,3,3,3,Carbamidomethylation; Mutation,52071,Vitamin K-dependent protein C OS=Homo sapiens OX=9606 GN=PROC PE=1 SV=1
1348,1342,P35321|SPR1A_HUMAN,44.65,25,25,1.4364E7,2,2,2,Carbamidomethylation,9877,Cornifin-A OS=Homo sapiens OX=9606 GN=SPRR1A PE=1 SV=2
1348,1390,P22528|SPR1B_HUMAN,44.65,25,25,1.4364E7,2,2,2,Carbamidomethylation,9888,Cornifin-B OS=Homo sapiens OX=9606 GN=SPRR1B PE=1 SV=2
1029,1174,P24752|THIL_HUMAN,44.46,15,15,5.1915E7,4,4,4,Oxidation (M),45200,Acetyl-CoA acetyltransferase  mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1
1362,1462,Q08722|CD47_HUMAN,44.16,8,8,2.6939E5,2,1,2,Deamidation (NQ); Carbamidomethylation,35214,Leukocyte surface antigen CD47 OS=Homo sapiens OX=9606 GN=CD47 PE=1 SV=1
1166,1386,Q15008|PSMD6_HUMAN,43.89,7,7,1.1406E6,2,2,3,,45531,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1
1180,1250,Q02809|PLOD1_HUMAN,43.83,5,5,2.2596E6,3,3,3,,83550,Procollagen-lysine 2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2
1315,1394,Q13477|MADCA_HUMAN,43.82,9,9,0,2,2,2,Carbamidomethylation,40155,Mucosal addressin cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=MADCAM1 PE=1 SV=2
984,1185,Q8IZ83|A16A1_HUMAN,43.81,4,4,1.2652E6,3,2,4,,85127,Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens OX=9606 GN=ALDH16A1 PE=1 SV=2
1131,1217,P07954|FUMH_HUMAN,43.68,9,9,1.6027E6,3,3,3,,54637,Fumarate hydratase  mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3
1127,1149,P07358|CO8B_HUMAN,43.57,6,6,2.1646E6,3,3,3,Oxidation (M); Carbamidomethylation,67047,Complement component C8 beta chain OS=Homo sapiens OX=9606 GN=C8B PE=1 SV=3
1048,1231,P60981|DEST_HUMAN,43.53,18,18,1.4266E6,3,2,4,Acetylation (N-term); Oxidation (M); Carbamidomethylation,18506,Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3
1367,1489,P14868|SYDC_HUMAN,43.30,5,5,1.3057E6,2,2,2,,57136,Aspartate--tRNA ligase  cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2
1202,1210,P27482|CALL3_HUMAN,43.26,21,21,2.6264E5,3,1,3,,16891,Calmodulin-like protein 3 OS=Homo sapiens OX=9606 GN=CALML3 PE=1 SV=2
1295,1425,O75752|B3GL1_HUMAN,43.18,12,12,2.0681E6,2,2,2,Carbamidomethylation,39512,UDP-GalNAc:beta-1 3-N-acetylgalactosaminyltransferase 1 OS=Homo sapiens OX=9606 GN=B3GALNT1 PE=1 SV=1
1270,1350,P05160|F13B_HUMAN,43.16,5,5,2.5299E6,2,2,2,Carbamidomethylation,75511,Coagulation factor XIII B chain OS=Homo sapiens OX=9606 GN=F13B PE=1 SV=3
1189,1471,Q07507|DERM_HUMAN,43.04,13,13,3.9443E6,3,3,3,Carbamidomethylation,24005,Dermatopontin OS=Homo sapiens OX=9606 GN=DPT PE=1 SV=2
1401,1437,P62753|RS6_HUMAN,42.88,8,8,2.2412E6,2,2,2,,28681,40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1
1350,1354,Q9Y2Q3|GSTK1_HUMAN,42.76,18,18,1.7913E6,2,2,2,,25497,Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3
1130,1144,P25788|PSA3_HUMAN,42.76,12,12,4.3418E6,3,3,3,,28433,Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2
1126,1147,Q9NP79|VTA1_HUMAN,42.61,10,10,7.0252E6,3,3,3,Acetylation (N-term); Oxidation (M),33879,Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1
1320,1443,P31040|SDHA_HUMAN,42.60,3,3,7.3288E5,2,2,2,Carbamidomethylation,72692,Succinate dehydrogenase [ubiquinone] flavoprotein subunit  mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2
1412,1692,P08493|MGP_HUMAN,42.57,11,11,3.4403E6,2,2,2,,12353,Matrix Gla protein OS=Homo sapiens OX=9606 GN=MGP PE=1 SV=2
1324,1476,Q9BZZ2|SN_HUMAN,42.56,2,2,8.1482E5,2,2,2,,182623,Sialoadhesin OS=Homo sapiens OX=9606 GN=SIGLEC1 PE=1 SV=2
1147,1195,P07686|HEXB_HUMAN,42.35,6,6,2.4232E6,3,2,3,,63111,Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3
1137,1532,P06280|AGAL_HUMAN,42.31,4,4,6.2127E6,2,2,3,,48767,Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1
1060,1278,Q9UNM6|PSD13_HUMAN,42.05,7,7,1.5293E6,3,3,4,Carbamidomethylation,42946,26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2
1256,1259,Q9BRK5|CAB45_HUMAN,42.03,9,9,4.509E6,2,2,2,,41807,45 kDa calcium-binding protein OS=Homo sapiens OX=9606 GN=SDF4 PE=1 SV=1
982,1193,O96033|MOC2A_HUMAN,41.96,31,31,3.8637E6,3,3,5,,9755,Molybdopterin synthase sulfur carrier subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=1 SV=1
996,1177,P52788|SPSY_HUMAN,41.94,7,7,2.7828E6,3,3,4,Carbamidomethylation,41268,Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2
1314,1380,P08174|DAF_HUMAN,41.92,10,10,2.7789E6,2,2,2,Deamidation (NQ); Carbamidomethylation,41400,Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4
1168,1401,P09564|CD7_HUMAN,41.90,16,16,7.5396E6,2,2,3,Oxidation (M); Deamidation (NQ),25409,T-cell antigen CD7 OS=Homo sapiens OX=9606 GN=CD7 PE=1 SV=1
1673,1464,Q96GD0|PLPP_HUMAN,41.86,6,6,1.4001E6,1,1,1,,31698,Pyridoxal phosphate phosphatase OS=Homo sapiens OX=9606 GN=PDXP PE=1 SV=2
1931,1657,P04080|CYTB_HUMAN,41.76,12,12,7.7394E5,1,1,1,,11140,Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2
1258,1410,P31937|3HIDH_HUMAN,41.66,8,8,3.52E6,2,2,2,,35329,3-hydroxyisobutyrate dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=2
1399,1414,O43291|SPIT2_HUMAN,41.57,9,9,1.0617E6,2,2,2,Carbamidomethylation,28228,Kunitz-type protease inhibitor 2 OS=Homo sapiens OX=9606 GN=SPINT2 PE=1 SV=2
1353,1388,P49748|ACADV_HUMAN,41.25,4,4,7.2778E5,2,2,2,,70390,Very long-chain specific acyl-CoA dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1
1543,1539,P16070|CD44_HUMAN,41.24,2,2,2.9449E6,1,1,1,,81538,CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3
987,1247,Q9UPN3|MACF1_HUMAN,41.17,0,0,,3,0,4,,838323,Microtubule-actin cross-linking factor 1  isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4
1306,1245,Q8IUC0|KR131_HUMAN,41.17,15,15,4.9127E5,2,1,2,Acetylation (N-term); Carbamidomethylation,18320,Keratin-associated protein 13-1 OS=Homo sapiens OX=9606 GN=KRTAP13-1 PE=2 SV=2
1249,1411,P08123|CO1A2_HUMAN,41.16,2,2,1.5396E6,2,2,2,,129314,Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7
960,1240,P09958|FURIN_HUMAN,41.12,4,4,2.0478E6,3,3,5,Carbamidomethylation,86678,Furin OS=Homo sapiens OX=9606 GN=FURIN PE=1 SV=2
1019,1180,O43865|SAHH2_HUMAN,40.91,5,5,2.1658E6,3,1,4,,58952,S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2
1019,1183,Q96HN2|SAHH3_HUMAN,40.91,4,4,2.1658E6,3,1,4,,66721,Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1
1274,1251,O75844|FACE1_HUMAN,40.90,6,6,5.6838E6,2,2,2,,54813,CAAX prenyl protease 1 homolog OS=Homo sapiens OX=9606 GN=ZMPSTE24 PE=1 SV=2
1211,1442,Q99733|NP1L4_HUMAN,40.81,7,7,1.335E6,2,1,3,,42823,Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1
1400,1420,P35542|SAA4_HUMAN,40.68,15,15,4.0723E6,2,2,2,,14747,Serum amyloid A-4 protein OS=Homo sapiens OX=9606 GN=SAA4 PE=1 SV=2
1212,1458,Q9NZZ3|CHMP5_HUMAN,40.51,11,11,1.1736E7,2,2,3,Carbamidomethylation,24571,Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1
1318,1413,Q9HCL0|PCD18_HUMAN,40.41,2,2,4.9464E5,2,1,2,Carbamidomethylation,126149,Protocadherin-18 OS=Homo sapiens OX=9606 GN=PCDH18 PE=2 SV=3
1364,1468,P12004|PCNA_HUMAN,40.33,11,11,1.546E6,2,2,2,Carbamidomethylation,28769,Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1
1169,1454,Q86TX2|ACOT1_HUMAN,40.28,8,8,8.5997E6,2,2,3,,46277,Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1
1169,1455,P49753|ACOT2_HUMAN,40.28,7,7,8.5997E6,2,2,3,,53219,Acyl-coenzyme A thioesterase 2  mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=6
1209,1428,P19256|LFA3_HUMAN,40.26,7,7,9.9404E5,2,2,3,,28147,Lymphocyte function-associated antigen 3 OS=Homo sapiens OX=9606 GN=CD58 PE=1 SV=1
1167,1389,P05556|ITB1_HUMAN,40.23,4,4,2.1996E6,2,2,3,Deamidation (NQ); Carbamidomethylation,88415,Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2
1356,1403,P08311|CATG_HUMAN,40.20,7,7,6.942E5,2,2,2,,28837,Cathepsin G OS=Homo sapiens OX=9606 GN=CTSG PE=1 SV=2
1607,1545,P02144|MYG_HUMAN,40.19,10,10,1.6597E6,1,1,1,,17184,Myoglobin OS=Homo sapiens OX=9606 GN=MB PE=1 SV=2
1267,1248,Q9UL46|PSME2_HUMAN,40.12,15,15,1.5104E6,2,2,2,,27402,Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4
1214,1463,Q8NCW5|NNRE_HUMAN,40.12,11,11,1.6003E6,2,2,3,Deamidation (NQ); Carbamidomethylation,31675,NAD(P)H-hydrate epimerase OS=Homo sapiens OX=9606 GN=NAXE PE=1 SV=2
1190,1523,P55000|SLUR1_HUMAN,40.06,24,24,3.326E7,1,1,3,Carbamidomethylation,11186,Secreted Ly-6/uPAR-related protein 1 OS=Homo sapiens OX=9606 GN=SLURP1 PE=1 SV=2
1263,1599,O14531|DPYL4_HUMAN,39.95,3,3,1.4475E7,2,1,2,Acetylation (N-term),61878,Dihydropyrimidinase-related protein 4 OS=Homo sapiens OX=9606 GN=DPYSL4 PE=1 SV=2
1369,1494,P35625|TIMP3_HUMAN,39.83,9,9,1.5412E6,2,1,2,Carbamidomethylation,24145,Metalloproteinase inhibitor 3 OS=Homo sapiens OX=9606 GN=TIMP3 PE=1 SV=2
1117,1253,P00915|CAH1_HUMAN,39.79,11,11,4.6748E6,3,3,3,,28870,Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2
1278,1416,Q9NUM4|T106B_HUMAN,39.73,7,7,5.1502E6,2,2,2,Carbamidomethylation,31127,Transmembrane protein 106B OS=Homo sapiens OX=9606 GN=TMEM106B PE=1 SV=2
1261,1459,Q8NEU8|DP13B_HUMAN,39.68,9,9,1.7669E6,2,2,2,Acetylation (N-term),74493,DCC-interacting protein 13-beta OS=Homo sapiens OX=9606 GN=APPL2 PE=1 SV=3
989,1393,Q09666|AHNK_HUMAN,39.60,0,0,2.3183E6,2,2,4,,629114,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2
1157,1548,P07919|QCR6_HUMAN,39.59,20,20,7.3345E6,1,1,3,Carbamidomethylation,10739,Cytochrome b-c1 complex subunit 6  mitochondrial OS=Homo sapiens OX=9606 GN=UQCRH PE=1 SV=2
1360,1447,P41091|IF2G_HUMAN,39.50,5,5,1.4255E6,2,2,2,,51110,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3
1063,1481,O75223|GGCT_HUMAN,39.45,11,11,9.3538E6,2,2,4,,21008,Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1
1608,1563,Q9Y265|RUVB1_HUMAN,39.37,4,4,2.4121E6,1,1,1,,50228,RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1
1188,1470,Q6PL45|BRID5_HUMAN,39.36,7,7,3.2605E6,2,2,3,,28486,BRICHOS domain-containing protein 5 OS=Homo sapiens OX=9606 GN=BRICD5 PE=1 SV=3
1079,1527,P08559|ODPA_HUMAN,39.30,8,8,3.4337E6,3,3,4,,43296,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3
1156,1418,P02654|APOC1_HUMAN,39.29,24,24,8.9304E5,3,3,3,Oxidation (M),9332,Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1
1932,1663,P62750|RL23A_HUMAN,39.12,8,8,1.6844E6,1,1,1,,17695,60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1
1357,1405,Q7Z7G0|TARSH_HUMAN,39.00,4,4,2.4288E6,2,2,2,,118642,Target of Nesh-SH3 OS=Homo sapiens OX=9606 GN=ABI3BP PE=1 SV=1
1402,1444,Q8N271|PROM2_HUMAN,38.92,4,4,1.9229E6,2,2,2,,91883,Prominin-2 OS=Homo sapiens OX=9606 GN=PROM2 PE=1 SV=1
1240,1381,A8K2U0|A2ML1_HUMAN,38.77,2,2,8.6222E5,2,1,2,,161106,Alpha-2-macroglobulin-like protein 1 OS=Homo sapiens OX=9606 GN=A2ML1 PE=1 SV=3
