Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Chymotrypsin CID,Coverage (%) Chymotrypsin EtHCD,Coverage (%) Tryspsin CID,Coverage (%) Trypsin EtHCD,Area Chymotrypsin CID,Area Chymotrypsin EtHCD,Area Tryspsin CID,Area Trypsin EtHCD,#Peptides,#Unique,#Spec Chymotrypsin CID,#Spec Chymotrypsin EtHCD,#Spec Tryspsin CID,#Spec Trypsin EtHCD,PTM,Avg. Mass,Description
1257,1757,O14497|ARI1A_HUMAN,49.18,1,0,0,0,0,,,5.4421E5,,2,1,2,0,1,0,Acetylation (K),242042,AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3
1411,1671,Q9Y467|SALL2_HUMAN,49.12,2,1,0,1,0,0,,,,2,1,1,0,1,0,,105310,Sal-like protein 2 OS=Homo sapiens OX=9606 GN=SALL2 PE=1 SV=4
1491,1515,P61086|UBE2K_HUMAN,49.01,8,0,0,8,0,,,0,,2,1,0,0,2,0,Carbamidomethylation,22407,Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens OX=9606 GN=UBE2K PE=1 SV=3
2248,2465,P49257|LMAN1_HUMAN,49.00,5,0,0,0,5,,,,4.448E5,1,1,0,0,0,1,,57549,Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2
1514,1777,Q9H6S3|ES8L2_HUMAN,48.87,3,0,0,3,0,,,0,,2,2,0,0,2,0,,80621,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens OX=9606 GN=EPS8L2 PE=1 SV=2
1232,1451,P46781|RS9_HUMAN,48.64,14,0,0,8,6,,,1.8415E5,2.1751E5,3,3,0,0,3,1,,22591,40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3
1821,1682,O00232|PSD12_HUMAN,48.57,3,0,0,3,0,,,2.0133E5,,1,1,0,0,1,0,,52904,26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3
1284,1602,Q14767|LTBP2_HUMAN,48.47,1,0,0,1,1,,,2.4882E6,2.6152E6,2,2,0,0,2,1,Carbamidomethylation,195051,Latent-transforming growth factor beta-binding protein 2 OS=Homo sapiens OX=9606 GN=LTBP2 PE=1 SV=3
2180,2430,P32969|RL9_HUMAN,48.43,5,0,0,5,0,,,2.7291E5,,1,1,0,0,1,0,,21863,60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1
1254,1477,Q9UPN3|MACF1_HUMAN,48.15,0,0,0,0,0,,,,,2,0,0,0,3,0,,838323,Microtubule-actin cross-linking factor 1  isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4
1781,1808,P48444|COPD_HUMAN,47.73,2,0,0,2,0,,,6.9951E4,,1,1,0,0,1,0,,57210,Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1
2085,2112,P27930|IL1R2_HUMAN,47.59,4,0,4,0,0,,1.3231E6,,,1,1,0,1,0,0,,45421,Interleukin-1 receptor type 2 OS=Homo sapiens OX=9606 GN=IL1R2 PE=1 SV=1
1466,1696,P49588|SYAC_HUMAN,47.59,2,0,1,1,0,,2.117E7,7.0654E4,,2,2,0,1,1,0,,106810,Alanine--tRNA ligase  cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2
1902,1975,Q12906|ILF3_HUMAN,47.39,2,0,0,2,0,,,1.4994E5,,1,1,0,0,1,0,,95339,Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3
1468,1762,Q96LA6|FCRL1_HUMAN,47.01,7,4,0,3,0,9.9E5,,0,,2,2,1,0,1,0,,46936,Fc receptor-like protein 1 OS=Homo sapiens OX=9606 GN=FCRL1 PE=1 SV=1
2309,2471,Q9NTK5|OLA1_HUMAN,47.00,3,0,0,3,0,,,2.2118E5,,1,1,0,0,1,0,,44744,Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2
2160,2095,O43548|TGM5_HUMAN,46.94,2,0,0,2,0,,,4.0889E5,,1,1,0,0,1,0,Acetylation (N-term),80778,Protein-glutamine gamma-glutamyltransferase 5 OS=Homo sapiens OX=9606 GN=TGM5 PE=1 SV=4
1899,1892,P29692|EF1D_HUMAN,46.88,4,0,0,4,0,,,1.4544E5,,1,1,0,0,1,0,,31122,Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5
1908,2143,P11277|SPTB1_HUMAN,46.85,1,0,0,1,0,,,8.6927E4,,1,1,0,0,1,0,,246466,Spectrin beta chain  erythrocytic OS=Homo sapiens OX=9606 GN=SPTB PE=1 SV=5
2239,2355,Q7Z7D3|VTCN1_HUMAN,46.84,4,0,0,4,0,,,1.1258E5,,1,1,0,0,1,0,,30878,V-set domain-containing T-cell activation inhibitor 1 OS=Homo sapiens OX=9606 GN=VTCN1 PE=1 SV=1
2249,2474,P24387|CRHBP_HUMAN,46.71,4,4,0,0,0,3.0361E5,,,,1,1,1,0,0,0,,36144,Corticotropin-releasing factor-binding protein OS=Homo sapiens OX=9606 GN=CRHBP PE=1 SV=2
2161,2111,P10644|KAP0_HUMAN,46.23,4,0,0,4,0,,,5.8914E5,,1,1,0,0,1,0,,42982,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1
1535,1763,P11216|PYGB_HUMAN,46.03,3,0,0,3,0,,,5.4084E5,,2,2,0,0,2,0,,96696,Glycogen phosphorylase  brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5
1732,1917,Q8TEM1|PO210_HUMAN,45.92,1,0,0,1,0,,,0,,1,1,0,0,1,0,Carbamidomethylation,205109,Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3
1488,2182,Q13557|KCC2D_HUMAN,45.92,3,0,0,3,0,,,0,,2,1,0,0,2,0,,56369,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D PE=1 SV=3
1421,1518,A8K2U0|A2ML1_HUMAN,45.63,2,0,0,2,0,,,2.5094E5,,2,2,0,0,2,0,,161106,Alpha-2-macroglobulin-like protein 1 OS=Homo sapiens OX=9606 GN=A2ML1 PE=1 SV=3
1974,1962,P62333|PRS10_HUMAN,45.45,4,0,0,4,0,,,8.7793E4,,1,1,0,0,1,0,,44173,26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1
2311,2484,Q13098|CSN1_HUMAN,45.43,3,3,0,0,0,8.6451E4,,,,1,1,1,0,0,0,,55537,COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4
1729,1761,P08F94|PKHD1_HUMAN,45.37,0,0,0,0,0,,,0,,1,1,0,0,1,0,Deamidation (NQ),446704,Fibrocystin OS=Homo sapiens OX=9606 GN=PKHD1 PE=1 SV=1
1200,1469,Q86YT9|JAML_HUMAN,45.23,6,0,0,6,6,,,4.0181E5,6.5989E5,2,2,0,0,2,2,,44340,Junctional adhesion molecule-like OS=Homo sapiens OX=9606 GN=JAML PE=1 SV=1
1416,1718,Q9Y493|ZAN_HUMAN,45.11,1,0,0,1,0,,,4.538E5,,2,2,0,0,2,0,Acetylation (N-term); Acetylation (K),305628,Zonadhesin OS=Homo sapiens OX=9606 GN=ZAN PE=2 SV=5
1552,24403,P55056|APOC4_HUMAN,45.05,9,0,0,0,9,,,,5.3628E5,1,1,0,0,0,2,Mutation,14553,Apolipoprotein C-IV OS=Homo sapiens OX=9606 GN=APOC4 PE=1 SV=1
1545,2339,P01308|INS_HUMAN,45.01,22,22,22,0,0,0,9.8017E5,,,1,1,1,1,0,0,,11981,Insulin OS=Homo sapiens OX=9606 GN=INS PE=1 SV=1
1498,1782,Q9UBN7|HDAC6_HUMAN,44.94,3,0,0,3,0,,,7.5947E5,,2,2,0,0,2,0,Oxidation (M); Carbamidomethylation,131419,Histone deacetylase 6 OS=Homo sapiens OX=9606 GN=HDAC6 PE=1 SV=2
1470,1812,P51572|BAP31_HUMAN,44.91,9,6,0,4,0,8.6576E4,,0,,2,2,1,0,1,0,Oxidation (M),27992,B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3
1975,1991,P62701|RS4X_HUMAN,44.89,3,0,0,3,0,,,1.1497E5,,1,1,0,0,1,0,,29598,40S ribosomal protein S4  X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2
2153,2020,Q16719|KYNU_HUMAN,44.76,3,0,0,3,0,,,1.0302E5,,1,1,0,0,1,0,,52352,Kynureninase OS=Homo sapiens OX=9606 GN=KYNU PE=1 SV=1
1462,1475,O43242|PSMD3_HUMAN,44.74,6,0,0,3,3,,,2.4113E5,1.3293E5,2,2,0,0,1,1,,60978,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2
1316,1736,Q14392|LRC32_HUMAN,44.69,4,1,1,3,0,,,1.383E5,,2,1,1,1,1,0,Carbamidomethylation,71979,Transforming growth factor beta activator LRRC32 OS=Homo sapiens OX=9606 GN=LRRC32 PE=1 SV=1
1427,1522,Q96MM7|H6ST2_HUMAN,44.61,3,3,0,0,0,7.8134E5,,,,1,1,2,0,0,0,Deamidation (NQ),69130,Heparan-sulfate 6-O-sulfotransferase 2 OS=Homo sapiens OX=9606 GN=HS6ST2 PE=1 SV=2
1978,2050,Q12864|CAD17_HUMAN,44.51,1,1,0,0,0,5.2622E5,,,,1,1,1,0,0,0,,92219,Cadherin-17 OS=Homo sapiens OX=9606 GN=CDH17 PE=2 SV=3
2084,2101,Q8NB37|GALD1_HUMAN,44.38,6,6,0,0,0,1.6952E5,,,,1,1,1,0,0,0,Carbamidomethylation,23298,Glutamine amidotransferase-like class 1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GATD1 PE=1 SV=1
1479,1610,P22531|SPR2E_HUMAN,44.26,36,0,0,18,18,,,0,3.3208E6,2,2,0,0,1,1,Carbamidomethylation,7855,Small proline-rich protein 2E OS=Homo sapiens OX=9606 GN=SPRR2E PE=2 SV=2
1399,1497,Q14004|CDK13_HUMAN,44.10,2,2,0,1,0,0,,,,2,1,1,0,1,0,Phosphorylation (STY),164922,Cyclin-dependent kinase 13 OS=Homo sapiens OX=9606 GN=CDK13 PE=1 SV=2
2175,2351,Q9UNF0|PACN2_HUMAN,44.03,2,0,0,2,0,,,2.4195E5,,1,1,0,0,1,0,,55739,Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2
2310,2483,P47914|RL29_HUMAN,43.99,9,0,0,9,0,,,0,,1,1,0,0,1,0,,17752,60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2
2237,2337,P67870|CSK2B_HUMAN,43.94,5,0,0,5,0,,,1.6064E5,,1,1,0,0,1,0,Carbamidomethylation,24942,Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1
1538,1826,O60844|ZG16_HUMAN,43.85,16,0,0,16,0,,,6.9993E5,,2,2,0,0,2,0,,18147,Zymogen granule membrane protein 16 OS=Homo sapiens OX=9606 GN=ZG16 PE=1 SV=2
2018,12008,A0A0A0MS14|HV145_HUMAN,43.75,9,0,0,9,0,,,7.3631E5,,1,1,0,0,1,0,Carbamidomethylation,13508,Immunoglobulin heavy variable 1-45 OS=Homo sapiens OX=9606 GN=IGHV1-45 PE=3 SV=1
1795,1967,P08581|MET_HUMAN,43.58,1,0,1,0,0,,4.2941E5,,,1,1,0,1,0,0,,155541,Hepatocyte growth factor receptor OS=Homo sapiens OX=9606 GN=MET PE=1 SV=4
2235,2244,Q6UXH0|ANGL8_HUMAN,43.36,6,0,0,6,0,,,0,,1,1,0,0,1,0,,22105,Angiopoietin-like protein 8 OS=Homo sapiens OX=9606 GN=ANGPTL8 PE=1 SV=1
1981,2113,Q96E39|RMXL1_HUMAN,43.28,3,0,0,3,0,,,0,,1,1,0,0,1,0,,42142,RNA binding motif protein  X-linked-like-1 OS=Homo sapiens OX=9606 GN=RBMXL1 PE=1 SV=1
1981,2114,P38159|RBMX_HUMAN,43.28,3,0,0,3,0,,,0,,1,1,0,0,1,0,,42332,RNA-binding motif protein  X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3
2312,2439,Q9H9S5|FKRP_HUMAN,43.22,3,0,0,3,0,,,1.3569E5,,1,1,0,0,1,0,,54568,Fukutin-related protein OS=Homo sapiens OX=9606 GN=FKRP PE=1 SV=1
1730,1840,Q9P2E7|PCD10_HUMAN,43.14,1,1,0,0,0,1.3722E5,,,,1,1,1,0,0,0,,112936,Protocadherin-10 OS=Homo sapiens OX=9606 GN=PCDH10 PE=2 SV=2
1405,1816,Q8IVL1|NAV2_HUMAN,42.90,1,1,0,0,0,2.3638E5,,,,2,2,2,0,0,0,,268165,Neuron navigator 2 OS=Homo sapiens OX=9606 GN=NAV2 PE=1 SV=3
2154,2027,P28065|PSB9_HUMAN,42.85,5,0,0,5,0,,,2.0472E5,,1,1,0,0,1,0,,23264,Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2
1837,1801,P02545|LMNA_HUMAN,42.75,1,0,0,1,0,,,1.7153E5,,1,1,0,0,1,0,,74140,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1
2037,2198,O60506|HNRPQ_HUMAN,42.49,2,0,0,2,0,,,1.742E5,,1,1,0,0,1,0,,69603,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2
1515,1857,Q93050|VPP1_HUMAN,42.29,2,0,0,2,0,,,2.1218E5,,2,2,0,0,2,0,,96413,V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3
1516,1924,Q9NTX5|ECHD1_HUMAN,42.27,4,0,0,4,0,,,3.2793E5,,1,1,0,0,2,0,,33698,Ethylmalonyl-CoA decarboxylase OS=Homo sapiens OX=9606 GN=ECHDC1 PE=1 SV=2
2313,2487,Q9P1F3|ABRAL_HUMAN,42.05,20,0,0,20,0,,,3.9675E5,,1,1,0,0,1,0,Acetylation (N-term); Oxidation (M),9056,Costars family protein ABRACL OS=Homo sapiens OX=9606 GN=ABRACL PE=1 SV=1
2314,2488,Q9BS40|LXN_HUMAN,42.04,4,0,0,4,0,,,0,,1,1,0,0,1,0,,25750,Latexin OS=Homo sapiens OX=9606 GN=LXN PE=1 SV=2
2171,2299,P62277|RS13_HUMAN,42.01,10,0,0,0,10,,,,3.3946E5,1,1,0,0,0,1,,17222,40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2
1355,1970,P27216|ANX13_HUMAN,41.97,6,0,0,6,0,,,,,2,0,0,0,3,0,,35415,Annexin A13 OS=Homo sapiens OX=9606 GN=ANXA13 PE=1 SV=3
2025,2070,P22004|BMP6_HUMAN,41.92,2,0,0,2,0,,,0,,1,1,0,0,1,0,,57226,Bone morphogenetic protein 6 OS=Homo sapiens OX=9606 GN=BMP6 PE=1 SV=1
2243,2427,O00584|RNT2_HUMAN,41.88,4,0,0,4,0,,,3.7135E5,,1,1,0,0,1,0,,29481,Ribonuclease T2 OS=Homo sapiens OX=9606 GN=RNASET2 PE=1 SV=2
1548,2492,Q15008|PSMD6_HUMAN,41.81,5,5,5,0,0,2.4282E6,2.5435E6,,,1,1,1,1,0,0,,45531,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1
2088,2154,P29966|MARCS_HUMAN,41.75,10,0,0,10,0,,,0,,1,1,0,0,1,0,,31555,Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4
1397,1452,P21333|FLNA_HUMAN,41.72,1,0,0,1,0,,,1.1355E5,,2,2,0,0,2,0,,280737,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4
1934,1512,Q9Y2A9|B3GN3_HUMAN,41.48,4,0,0,4,0,,,0,,1,1,0,0,1,0,,42534,N-acetyllactosaminide beta-1 3-N-acetylglucosaminyltransferase 3 OS=Homo sapiens OX=9606 GN=B3GNT3 PE=1 SV=2
2315,2498,Q96FV2|SCRN2_HUMAN,41.31,3,3,0,0,0,7.5398E5,,,,1,1,1,0,0,0,,46597,Secernin-2 OS=Homo sapiens OX=9606 GN=SCRN2 PE=1 SV=3
1938,1944,O75071|EFC14_HUMAN,41.22,4,4,0,0,0,2.2829E5,,,,1,1,1,0,0,0,,55032,EF-hand calcium-binding domain-containing protein 14 OS=Homo sapiens OX=9606 GN=EFCAB14 PE=1 SV=1
2033,2167,P21964|COMT_HUMAN,41.20,8,0,0,8,0,,,3.7765E5,,1,1,0,0,1,0,Carbamidomethylation,30037,Catechol O-methyltransferase OS=Homo sapiens OX=9606 GN=COMT PE=1 SV=2
2151,1963,Q07960|RHG01_HUMAN,41.12,2,2,0,0,0,0,,,,1,1,1,0,0,0,,50436,Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1
2080,2013,Q9BR76|COR1B_HUMAN,41.02,2,0,0,2,0,,,0,,1,1,0,0,1,0,Carbamidomethylation,54235,Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1
2079,1994,P05455|LA_HUMAN,40.98,3,0,0,3,0,,,1.6447E5,,1,1,0,0,1,0,,46837,Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2
2163,2125,O95372|LYPA2_HUMAN,40.92,11,0,0,11,0,,,0,,1,1,0,0,1,0,,24737,Acyl-protein thioesterase 2 OS=Homo sapiens OX=9606 GN=LYPLA2 PE=1 SV=1
2156,2037,Q9BX68|HINT2_HUMAN,40.87,9,0,0,0,9,,,,2.0669E5,1,1,0,0,0,1,,17162,Histidine triad nucleotide-binding protein 2  mitochondrial OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1
1560,2495,P62851|RS25_HUMAN,40.64,7,0,0,7,0,,,1.6062E5,,1,1,0,0,2,0,,13742,40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1
1976,2005,Q8N271|PROM2_HUMAN,40.63,1,0,0,1,0,,,1.5211E5,,1,1,0,0,1,0,,91883,Prominin-2 OS=Homo sapiens OX=9606 GN=PROM2 PE=1 SV=1
1867,1798,P33176|KINH_HUMAN,40.36,1,0,0,1,0,,,5.3983E4,,1,1,0,0,1,0,Oxidation (M),109685,Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1
1867,1941,Q12840|KIF5A_HUMAN,40.36,1,0,0,1,0,,,5.3983E4,,1,1,0,0,1,0,Oxidation (M),117378,Kinesin heavy chain isoform 5A OS=Homo sapiens OX=9606 GN=KIF5A PE=1 SV=2
1867,1947,O60282|KIF5C_HUMAN,40.36,1,0,0,1,0,,,5.3983E4,,1,1,0,0,1,0,Oxidation (M),109495,Kinesin heavy chain isoform 5C OS=Homo sapiens OX=9606 GN=KIF5C PE=1 SV=1
1542,2014,P60866|RS20_HUMAN,40.26,23,0,0,13,10,,,4.6769E5,2.4752E5,2,2,0,0,1,1,,13373,40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1
2173,2133,P62318|SMD3_HUMAN,40.14,8,0,0,8,0,,,8.8657E4,,1,1,0,0,1,0,,13916,Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1
2316,2499,P62269|RS18_HUMAN,40.11,8,0,0,8,0,,,1.6772E5,,1,1,0,0,1,0,,17719,40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3
2026,2080,P36542|ATPG_HUMAN,39.76,4,0,0,4,0,,,1.9894E5,,1,1,0,0,1,0,,32996,ATP synthase subunit gamma  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1
1893,4772,Q04756|HGFA_HUMAN,39.69,2,0,0,2,0,,,5.5981E5,,1,1,0,0,1,0,Mutation,70682,Hepatocyte growth factor activator OS=Homo sapiens OX=9606 GN=HGFAC PE=1 SV=1
1782,1853,Q8N307|MUC20_HUMAN,39.67,2,0,2,0,0,,1.2877E6,,,1,1,0,1,0,0,,71982,Mucin-20 OS=Homo sapiens OX=9606 GN=MUC20 PE=1 SV=3
1968,6197,P00488|F13A_HUMAN,39.57,3,0,0,0,3,,,,3.9019E5,1,1,0,0,0,1,,83267,Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=4
2023,1870,O15400|STX7_HUMAN,39.47,6,0,0,6,0,,,1.4143E5,,1,1,0,0,1,0,,29816,Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7 PE=1 SV=4
1808,2049,Q9ULB1|NRX1A_HUMAN,39.46,1,1,0,0,0,0,,,,1,1,1,0,0,0,,161882,Neurexin-1 OS=Homo sapiens OX=9606 GN=NRXN1 PE=2 SV=1
2240,2385,P30085|KCY_HUMAN,39.40,5,0,0,5,0,,,4.0415E5,,1,1,0,0,1,0,,22222,UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3
1501,2135,P16070|CD44_HUMAN,39.36,2,0,0,2,2,,,5.2173E5,5.9171E5,1,1,0,0,1,1,,81538,CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3
1414,1863,Q8TF72|SHRM3_HUMAN,39.26,1,0,0,0,0,,,3.1196E7,,2,1,1,0,1,0,,216856,Protein Shroom3 OS=Homo sapiens OX=9606 GN=SHROOM3 PE=1 SV=2
1485,1820,P22455|FGFR4_HUMAN,39.26,2,0,1,1,0,,,,,2,0,0,1,1,0,,87954,Fibroblast growth factor receptor 4 OS=Homo sapiens OX=9606 GN=FGFR4 PE=1 SV=2
2078,1993,Q9GZP8|IMUP_HUMAN,39.17,9,0,0,9,0,,,8.9937E4,,1,1,0,0,1,0,,10897,Immortalization up-regulated protein OS=Homo sapiens OX=9606 GN=IMUP PE=1 SV=1
2076,1959,Q96F10|SAT2_HUMAN,39.07,5,0,0,5,0,,,1.8783E5,,1,1,0,0,1,0,,19155,Diamine acetyltransferase 2 OS=Homo sapiens OX=9606 GN=SAT2 PE=1 SV=1
1499,1930,P31948|STIP1_HUMAN,39.01,4,0,0,2,2,,,2.651E5,1.8276E5,2,2,0,0,1,1,,62639,Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1
1519,2161,Q9UJ68|MSRA_HUMAN,38.91,3,0,0,3,3,,,1.0272E5,1.0537E5,1,1,0,0,1,1,,26132,Mitochondrial peptide methionine sulfoxide reductase OS=Homo sapiens OX=9606 GN=MSRA PE=1 SV=1
1517,1950,Q9H6B4|CLMP_HUMAN,38.86,6,4,0,2,0,5.4054E5,,2.825E5,,2,2,1,0,1,0,,41281,CXADR-like membrane protein OS=Homo sapiens OX=9606 GN=CLMP PE=1 SV=1
2317,2504,Q96HE7|ERO1A_HUMAN,38.84,3,0,0,3,0,,,0,,1,1,0,0,1,0,,54393,ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2
2241,2407,Q5ZPR3|CD276_HUMAN,38.78,3,3,0,0,0,2.6209E5,,,,1,1,1,0,0,0,Deamidation (NQ),57236,CD276 antigen OS=Homo sapiens OX=9606 GN=CD276 PE=1 SV=1
1438,2016,Q96AP7|ESAM_HUMAN,38.78,3,3,0,0,0,0,,,,1,1,2,0,0,0,,41176,Endothelial cell-selective adhesion molecule OS=Homo sapiens OX=9606 GN=ESAM PE=1 SV=1
1456,1813,P11802|CDK4_HUMAN,38.68,8,5,0,3,0,2.2203E6,,,,2,1,1,0,1,0,Acetylation (N-term); Acetylation (K),33730,Cyclin-dependent kinase 4 OS=Homo sapiens OX=9606 GN=CDK4 PE=1 SV=2
1482,1748,P15848|ARSB_HUMAN,38.64,5,2,0,0,3,0,,,0,2,2,1,0,0,1,,59687,Arylsulfatase B OS=Homo sapiens OX=9606 GN=ARSB PE=1 SV=1
1970,1907,Q9Y230|RUVB2_HUMAN,38.52,3,0,0,3,0,,,1.999E5,,1,1,0,0,1,0,,51157,RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3
1265,2176,Q9NPG3|UBN1_HUMAN,38.46,1,0,0,1,1,,,4.7392E5,,2,1,0,0,1,2,,121520,Ubinuclein-1 OS=Homo sapiens OX=9606 GN=UBN1 PE=1 SV=2
1455,1720,P51648|AL3A2_HUMAN,38.41,4,0,0,2,2,,,0,,2,1,0,0,1,1,,54848,Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1
2238,2348,P18859|ATP5J_HUMAN,38.23,14,0,14,0,0,,3.1572E5,,,1,1,0,1,0,0,,12588,ATP synthase-coupling factor 6  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1
1546,2372,P12081|HARS1_HUMAN,38.14,3,0,0,3,0,,,9.0257E4,,1,1,0,0,2,0,,57411,Histidine--tRNA ligase  cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2
1317,2628,P80108|PHLD_HUMAN,37.92,2,0,0,1,1,,,8.5982E5,1.4417E5,2,2,0,0,2,1,Mutation,92336,Phosphatidylinositol-glycan-specific phospholipase D OS=Homo sapiens OX=9606 GN=GPLD1 PE=1 SV=3
1794,1838,Q15746|MYLK_HUMAN,37.90,0,0,0,0,0,,,1.2887E5,,1,1,0,0,1,0,,210713,Myosin light chain kinase  smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4
1794,2097,Q9H1R3|MYLK2_HUMAN,37.90,1,0,0,1,0,,,1.2887E5,,1,1,0,0,1,0,,64685,Myosin light chain kinase 2  skeletal/cardiac muscle OS=Homo sapiens OX=9606 GN=MYLK2 PE=1 SV=3
1794,2124,P45984|MK09_HUMAN,37.90,2,0,0,2,0,,,1.2887E5,,1,1,0,0,1,0,,48139,Mitogen-activated protein kinase 9 OS=Homo sapiens OX=9606 GN=MAPK9 PE=1 SV=2
1794,2128,Q32MK0|MYLK3_HUMAN,37.90,1,0,0,1,0,,,1.2887E5,,1,1,0,0,1,0,,88393,Myosin light chain kinase 3 OS=Homo sapiens OX=9606 GN=MYLK3 PE=1 SV=3
1794,2216,P53778|MK12_HUMAN,37.90,2,0,0,2,0,,,1.2887E5,,1,1,0,0,1,0,,41940,Mitogen-activated protein kinase 12 OS=Homo sapiens OX=9606 GN=MAPK12 PE=1 SV=3
1794,2275,P45983|MK08_HUMAN,37.90,2,0,0,2,0,,,1.2887E5,,1,1,0,0,1,0,,48296,Mitogen-activated protein kinase 8 OS=Homo sapiens OX=9606 GN=MAPK8 PE=1 SV=2
1794,2277,P53779|MK10_HUMAN,37.90,2,0,0,2,0,,,1.2887E5,,1,1,0,0,1,0,,52586,Mitogen-activated protein kinase 10 OS=Homo sapiens OX=9606 GN=MAPK10 PE=1 SV=2
1794,2369,Q16539|MK14_HUMAN,37.90,2,0,0,2,0,,,1.2887E5,,1,1,0,0,1,0,,41293,Mitogen-activated protein kinase 14 OS=Homo sapiens OX=9606 GN=MAPK14 PE=1 SV=3
